"member_id","assembly","name","name_hanja","name_eng","party","party_elected","district","district_type","committees","gender","birth_date","seniority","n_bills","n_bills_lead"
"DAN6731C",20,"박성중","朴成重","PARK SUNGJOONG","자유한국당","새누리당","서울 서초구을","constituency","","M",1958-08-01,2,727,50
"YLM92014",20,"박순자","朴順子","PARK SOONJA","자유한국당","새누리당","경기 안산시단원구을","constituency","남북경제협력 특별위원회, 국토교통위원회, 청년미래 특별위원회, 행정안전위원회, 헌법개정 특별위원회, 안전행정위원회, 예산결산특별위원회","F",1958-10-12,3,401,29
"S8431719",20,"박영선","朴映宣","PARK YOUNGSUN","더불어민주당","더불어민주당","서울 구로구을","constituency","국토교통위원회, 예산결산특별위원회, 사법개혁 특별위원회, 정치개혁 특별위원회, 박근혜 정부의 최순실 등 민간인에 의한 국정농단 의혹사건 진상규명을 위한 국정조사특별위원회, 기획재정위원회","F",1960-01-22,4,356,31
"D0C85236",20,"박완수","朴完洙","PARK WANSU","자유한국당","새누리당","경남 창원시의창구","constituency","","M",1955-08-26,2,496,67
"A3H7195R",20,"박완주","朴完柱","PARK WAN JOO","더불어민주당","더불어민주당","충남 천안시을","constituency","","M",1966-11-10,3,417,95
"PEP6922S",20,"박용진","朴用鎭","PARK YONGJIN","더불어민주당","더불어민주당","서울 강북구을","constituency","","M",1971-04-17,2,699,94
"IQ54138I",20,"박인숙","朴仁淑","PARK INSOOK","자유한국당","새누리당","서울 송파구갑","constituency","국회 코로나19 대책 특별위원회, 문화체육관광위원회, 교육문화체육관광위원회, 미세먼지 대책 특별위원회, 가습기살균제 사고 진상규명과 피해구제 및 재발방지 대책마련을 위한 국정조사특별위원회, 보건복지위원회, 여성가족위원회","F",1948-11-10,2,902,147
"QUO78839",20,"박재호","朴在昊","PARK JAEHO","더불어민주당","더불어민주당","부산 남구을","constituency","","M",1959-02-13,2,1599,64
"4019850M",20,"박정","朴釘","PARK JEUNG","더불어민주당","더불어민주당","경기 파주시을","constituency","기후에너지환경노동위원회","M",1962-11-19,3,2812,228
"6AU2417B",20,"박주민","朴柱民","PARK JUMIN","더불어민주당","더불어민주당","서울 은평구갑","constituency","보건복지위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회","M",1973-11-21,3,1259,132
"XT18076X",20,"박주선","朴柱宣","PARK JOOSUN","국민의당","국민의당","광주 동구남구을","constituency","정보위원회, 외교통일위원회","M",1949-07-23,4,567,19
"UDB4825U",20,"박주현","朴珠賢","PARK JOOHYUN","바른미래당","국민의당","비례대표","proportional","예산결산특별위원회, 농림축산식품해양수산위원회, 정치개혁 특별위원회, 기획재정위원회","F",1963-04-11,1,956,76
"8EL9225R",20,"박준영","朴晙瑩","PARK JOONYUNG","국민의당","국민의당","전남 영암군무안군신안군","constituency","기획재정위원회","M",1946-10-21,1,500,19
"8BF5855P",20,"박지원","朴智元","PARK JIEWON","민주평화당","국민의당","전남 해남군완도군진도군","constituency","법제사법위원회, 정보위원회","M",1942-06-05,5,671,16
"BT62420K",20,"박찬대","朴贊大","PARK CHANDAE","더불어민주당","더불어민주당","인천 연수구갑","constituency","정무위원회","M",1967-05-10,3,1484,84
"8T51904N",20,"박찬우","朴贊佑","PARK CHANWOO","새누리당","새누리당","충남 천안시갑","constituency","예산결산특별위원회, 국회운영위원회, 남북관계개선 특별위원회, 국토교통위원회","M",1959-04-15,1,318,31
"S824682L",20,"박홍근","朴洪根","PARK HONGKEUN","더불어민주당","더불어민주당","서울 중랑구을","constituency","재정경제기획위원회","M",1969-10-08,4,1607,158
"9CR4440H",20,"배덕광","裵德光","BAE DUKKWANG","새누리당","새누리당","부산 해운대구을","constituency","보건복지위원회, 지방재정·분권 특별위원회, 환경노동위원회, 정치발전 특별위원회, 미래창조과학방송통신위원회","M",1948-06-22,2,218,20
"O0G3169T",20,"백승주","白承周","BAEK SEUNGJOO","자유한국당","새누리당","경북 구미시갑","constituency","국회운영위원회, 국회 코로나19 대책 특별위원회, 4차 산업혁명 특별위원회, 대법관(민유숙·안철상) 임명동의에 관한 인사청문특별위원회, 4차 산업혁명 특별위원회, 예산결산특별위원회, 헌법재판소장(김이수) 임명동의에 관한 인사청문특별위원회, 박근혜정부국정농단의혹진상규명국정조사특위, 미래일자리 특별위원회, 국방위원회","M",1961-03-20,1,358,56
"8DK7238W",20,"백재현","白在鉉","BAEK JAEHYUN","더불어민주당","더불어민주당","경기 광명시갑","constituency","산업통상자원중소벤처기업위원회, 행정안전위원회, 예산결산특별위원회, 헌법개정 특별위원회, 남북관계개선 특별위원회, 안전행정위원회, 윤리특별위원회","M",1951-07-04,3,770,80
"HSS7466Y",20,"백혜련","白惠蓮","BACK HYERYUN","더불어민주당","더불어민주당","경기 수원시을","constituency","보건복지위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회","F",1967-02-17,3,1615,160
"MO52543L",20,"변재일","卞在一","BYUN JAEILL","더불어민주당","더불어민주당","충북 청주시청원구","constituency","","M",1948-09-02,5,658,80
"FOK3459D",20,"서삼석","徐參錫","SEO SAMSEOK","더불어민주당","더불어민주당","전남 영암군무안군신안군","constituency","농림축산식품해양수산위원회","M",1959-08-03,3,516,49
"TKJ4800F",20,"서영교","徐瑛敎","SEO YOUNGKYO","더불어민주당","더불어민주당","서울 중랑구갑","constituency","법제사법위원회, 성평등가족위원회","F",1964-11-11,4,1830,151
"4Y54669I",20,"서청원","徐淸源","SUH CHUNGWON","무소속","새누리당","경기 화성시갑","constituency","국방위원회, 외교통일위원회, 정보위원회","M",1943-04-03,8,271,6
"6N28669V",20,"서형수","徐炯洙","SEO HYUNGSOO","더불어민주당","더불어민주당","경남 양산시을","constituency","국토교통위원회, 4차 산업혁명 특별위원회, 기획재정위원회, 4차 산업혁명 특별위원회, 미래일자리 특별위원회, 예산결산특별위원회, 환경노동위원회","M",1957-04-05,1,1120,68
"OW53107J",20,"설훈","薛勳","SUL HOON","더불어민주당","더불어민주당","경기 부천시원미구을","constituency","","M",1953-04-23,5,1099,154
"7XY7109I",20,"성일종","成一鍾","SUNG ILJONG","자유한국당","새누리당","충남 서산시태안군","constituency","국방위원회","M",1963-03-19,3,1251,51
"ZDR63255",20,"소병훈","蘇秉勳","SO BYUNGHOON","더불어민주당","더불어민주당","경기 광주시갑","constituency","보건복지위원회","M",1954-06-03,3,1835,100
"A8O42480",20,"손금주","孫今柱","SON KUMJU","무소속","국민의당","전남 나주시화순군","constituency","과학기술정보방송통신위원회, 국회운영위원회, 농림축산식품해양수산위원회, 대법원장(김명수) 임명동의에 관한 인사청문특별위원회, 산업통상자원중소벤처기업위원회, 대법관(박정화·조재연) 임명동의에 관한 인사청문특별위원회, 예산결산특별위원회, 산업통상자원위원회","M",1971-07-29,1,700,85
"ZBX31520",20,"손혜원","孫惠園","SOHN HYEWON","더불어민주당","더불어민주당","서울 마포구을","constituency","농림축산식품해양수산위원회, 보건복지위원회, 문화체육관광위원회, 박근혜 정부의 최순실 등 민간인에 의한 국정농단 의혹사건 진상규명을 위한 국정조사특별위원회, 교육문화체육관광위원회","F",1955-01-23,1,765,38
"RD42006Y",20,"송갑석","宋甲錫","SONG GABSEOK","더불어민주당","더불어민주당","광주 서구갑","constituency","","M",1966-10-10,2,996,59
"7BV5480O",20,"송기석","宋基錫","SONG KISEOK","국민의당","국민의당","광주 서구갑","constituency","사법개혁특별위원회, 대법관(민유숙·안철상) 임명동의에 관한 인사청문특별위원회, 미세먼지 대책 특별위원회, 헌법재판소장(이진성) 임명동의에 관한 인사청문특별위원회, 헌법개정 특별위원회, 가습기살균제 사고 진상규명과 피해구제 및 재발방지 대책마련을 위한 국정조사특별위원회, 교육문화체육관광위원회","M",1963-10-28,1,445,34
"SQ36001H",20,"송기헌","宋基憲","SONG KIHUN","더불어민주당","더불어민주당","강원 원주시을","constituency","국토교통위원회, 예산결산특별위원회, 감사원장(김호철) 임명동의에 관한 인사청문특별위원회, 정치개혁특별위원회","M",1963-10-02,3,819,67
"CNW5754J",20,"송석준","宋錫俊","SONG SEOGJUN","자유한국당","새누리당","경기 이천시","constituency","법제사법위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회","M",1964-03-10,3,463,45
"6EN68926",20,"송언석","宋彦錫","SONG EONSEOG","자유한국당","자유한국당","경북 김천시","constituency","정보위원회, 국회운영위원회, 외교통일위원회","M",1963-05-16,3,350,29
"PAO22428",20,"송영길","宋永吉","SONG YOUNGGIL","더불어민주당","더불어민주당","인천 계양구을","constituency","","M",1963-03-21,5,504,35
"3249208I",20,"송옥주","宋玉珠","SONG OKJOO","더불어민주당","더불어민주당","비례대표","proportional","농림축산식품해양수산위원회","F",1965-12-20,3,1763,166
"1PZ8289D",20,"송희경","宋喜卿","SONG HEEKGYOUNG","자유한국당","새누리당","비례대표","proportional","대법관(김상환) 임명동의에 관한 인사청문특별위원회, 4차 산업혁명 특별위원회, 대법관(김선수·노정희·이동원) 임명동의에 관한 인사청문특별위원회, 예산결산특별위원회, 국회운영위원회, 4차 산업혁명 특별위원회, 헌법재판소장(이진성) 임명동의에 관한 인사청문특별위원회, 과학기술정보방송통신위원회, 미래일자리 특별위원회, 미래창조과학방송통신위원회, 여성가족위원회","F",1964-07-24,1,981,74
"BN49469V",20,"신경민","辛京珉","SHIN KYOUNGMIN","더불어민주당","더불어민주당","서울 영등포구을","constituency","문화체육관광위원회, 여성가족위원회, 교육위원회, 교육문화체육관광위원회, 과학기술정보방송통신위원회, 정보위원회, 미래창조과학방송통신위원회","M",1953-08-19,2,1317,86
"G1570880",20,"신동근","申東根",NA,"더불어민주당","더불어민주당","인천 서구을","constituency","","M",1961-12-22,2,673,82
"HE838063",20,"신보라","申普羅","SHIN BORA","자유한국당","새누리당","비례대표","proportional","대법관(김상환) 임명동의에 관한 인사청문특별위원회, 윤리특별위원회, 국회운영위원회, 대법관(민유숙·안철상) 임명동의에 관한 인사청문특별위원회, 청년미래 특별위원회, 헌법재판소장(이진성) 임명동의에 관한 인사청문특별위원회, 대법관(김재형) 임명동의에 관한 인사청문특별위원회, 민생경제 특별위원회, 여성가족위원회, 환경노동위원회","F",1983-01-07,1,665,84
"71M8132V",20,"신상진","申相珍","SHIN SANGJIN","자유한국당","새누리당","경기 성남시중원구","constituency","국회 코로나19 대책 특별위원회, 정보위원회, 4차 산업혁명 특별위원회, 보건복지위원회, 4차 산업혁명 특별위원회, 과학기술정보방송통신위원회, 미래창조과학방송통신위원회","M",1956-06-28,4,505,81
"MTK2954E",20,"신용현","申容賢","SHIN YONGHYEON","국민의당","국민의당","비례대표","constituency","예산결산특별위원회, 4차 산업혁명 특별위원회, 4차 산업혁명 특별위원회, 과학기술정보방송통신위원회, 미래창조과학방송통신위원회, 여성가족위원회","F",1961-03-09,1,1168,89
"WYC63862",20,"신창현","申昌賢","SHIN CHANGHYUN","더불어민주당","더불어민주당","경기 의왕시과천시","constituency","에너지 특별위원회, 국토교통위원회, 미세먼지 대책 특별위원회, 지방재정·분권 특별위원회, 가습기살균제 사고 진상규명과 피해구제 및 재발방지 대책마련을 위한 국정조사특별위원회, 환경노동위원회","M",1953-06-27,1,3528,152
"9414335X",20,"심기준","沈基俊","SHIM KIJOON","더불어민주당","더불어민주당","비례대표","proportional","과학기술정보방송통신위원회, 예산결산특별위원회, 윤리특별위원회, 평창동계올림픽 및 국제경기대회지원 특별위원회, 기획재정위원회","M",1961-10-19,1,685,35
"SU53086M",20,"심상정","沈相정","SIM SANGJEUNG","정의당","정의당","경기 고양시갑","constituency","","F",1959-02-20,4,633,45
"VXQ28579",20,"심재권","沈載權","SHIM JAEKWON","더불어민주당","더불어민주당","서울 강동구을","constituency","예산결산특별위원회, 외교통일위원회","M",1946-08-15,3,727,65
"FGX4881A",20,"심재철","沈在哲","SHIM JAECHEOL","자유한국당","새누리당","경기 안양시동안구을","constituency","국회운영위원회, 정보위원회, 기획재정위원회","M",1958-01-18,5,321,77
"TST4507I",20,"안규백","安圭伯","AHN GYUBACK","더불어민주당","더불어민주당","서울 동대문구갑","constituency","윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 재정경제기획위원회","M",1961-04-29,5,1456,76
"ZA54991S",20,"안민석","安敏錫","AN MINSUK","더불어민주당","더불어민주당","경기 오산시","constituency","","M",1966-08-13,5,969,72
"A486635H",20,"안상수","安相洙","AHN SANGSOO","자유한국당","무소속","인천 중구동구강화군옹진군","constituency","예산결산특별위원회, 행정안전위원회, 헌법개정 및 정치개혁 특별위원회, 헌법개정 특별위원회, 농림축산식품해양수산위원회","M",1946-05-28,3,572,29
"YOG1280B",20,"안철수","安哲秀","AHN CHEOLSOO","국민의당","국민의당","서울 노원구병","constituency","외교통일위원회","M",1962-01-22,4,45,9
"XEF29171",20,"안호영","安浩永","AN HOYOUNG","더불어민주당","더불어민주당","전북 완주군진안군무주군장수군","constituency","기후에너지환경노동위원회","M",1965-10-11,3,1371,64
"TIS61927",20,"양승조","梁承晁","YANG SEUNGJO","더불어민주당","더불어민주당","충남 천안시병","constituency","보건복지위원회","M",1959-03-21,4,677,97
"8FB1535Y",20,"어기구","魚基龜","EOH KIYKU","더불어민주당","더불어민주당","충남 당진시","constituency","농림축산식품해양수산위원회","M",1963-01-10,3,996,60
